285	354
45
111	157	2	17427
94	159	1	14946
122	135	1	16470
81	86	5	6966
113	196	2	22148
162	141	1	22842
119	160	2	19040
125	152	2	19000
87	137	1	11919
75	214	1	16050
131	125	2	16375
103	120	4	12360
174	146	1	25404
88	201	1	17688
73	220	2	16060
114	109	6	12426
76	80	7	6080
57	100	1	5700
174	128	1	22272
61	190	1	11590
159	96	2	15264
167	84	1	14028
78	165	5	12870
73	99	2	7227
112	130	4	14560
167	87	1	14529
123	210	2	25830
120	209	1	25080
125	141	1	17625
66	182	4	12012
92	78	8	7176
79	165	1	13035
110	94	6	10340
86	99	3	8514
130	102	4	13260
150	193	1	28950
178	109	3	19402
138	187	1	25806
139	197	2	27383
99	79	6	7821
94	112	5	10528
128	133	2	17024
85	115	2	9775
154	210	1	32340
120	206	1	24720
