134	125
45
45	72	1	3240
64	43	4	2752
67	49	3	3283
40	46	2	1840
79	69	1	5451
55	25	8	1375
46	64	2	2944
34	45	2	1530
30	35	8	1050
63	73	1	4599
27	41	9	1107
50	35	6	1750
58	61	3	3538
45	27	4	1215
33	74	1	2442
73	39	3	2847
48	49	4	2352
80	52	1	4160
72	37	3	2664
37	41	7	1517
81	74	1	5994
52	57	4	2964
54	33	2	1782
27	38	6	1026
42	27	6	1134
58	65	2	3770
41	30	5	1230
53	73	2	3869
60	78	1	4680
45	41	3	1845
73	65	1	4745
40	44	4	1760
34	27	9	918
57	48	3	2736
76	41	2	3116
33	27	5	891
70	57	1	3990
68	46	2	3128
31	60	5	1860
43	62	6	2666
43	54	4	2322
80	42	1	3360
70	26	2	1820
66	71	2	4686
36	59	6	2124
