587	756
35
364	423	1	153972
380	157	4	59660
321	200	1	64200
229	155	8	35495
320	368	1	117760
224	397	2	88928
329	474	1	155946
150	421	2	63150
158	338	2	53404
369	284	2	104796
334	419	1	139946
343	436	1	149548
297	229	1	68013
344	314	2	108016
177	378	6	66906
170	164	2	27880
295	326	1	96170
228	392	2	89376
239	426	1	101814
342	310	2	106020
276	252	5	69552
214	408	1	87312
159	284	3	45156
350	178	3	62300
346	326	1	112796
226	478	2	108028
201	289	1	58089
292	235	3	68620
350	451	1	157850
164	271	4	44444
351	379	1	133029
329	309	1	101661
120	217	5	26040
344	163	3	56072
222	466	1	103452
