250	250
50
139	103	1	14317
166	99	1	16434
88	74	1	6512
174	139	1	24186
128	109	1	13952
175	179	1	31325
62	82	1	5084
178	87	1	15486
121	77	1	9317
125	97	1	12125
73	84	1	6132
69	97	1	6693
122	159	1	19398
66	69	1	4554
111	118	1	13098
165	86	1	14190
71	83	1	5893
163	162	1	26406
67	132	1	8844
121	152	1	18392
68	150	1	10200
138	124	1	17112
141	105	1	14805
183	122	1	22326
171	63	1	10773
101	64	1	6464
103	95	1	9785
110	107	1	11770
184	158	1	29072
85	97	1	8245
86	92	1	7912
127	155	1	19685
92	147	1	13524
106	97	1	10282
177	108	1	19116
164	150	1	24600
68	84	1	5712
62	151	1	9362
123	134	1	16482
158	178	1	28124
70	140	1	9800
173	117	1	20241
147	136	1	19992
141	145	1	20445
84	164	1	13776
144	141	1	20304
92	103	1	9476
156	98	1	15288
160	111	1	17760
127	131	1	16637
