1000	1000
30
541	745	1	403045
344	301	1	103544
413	294	1	121422
266	341	1	90706
543	388	1	210684
367	701	1	257267
526	707	1	371882
286	706	1	201916
614	289	1	177446
348	592	1	206016
673	431	1	290063
475	362	1	171950
562	439	1	246718
530	638	1	338140
609	375	1	228375
540	274	1	147960
486	634	1	308124
272	377	1	102544
623	306	1	190638
266	714	1	189924
341	336	1	114576
340	296	1	100640
531	479	1	254349
571	589	1	336319
674	496	1	334304
560	497	1	278320
509	389	1	198001
650	332	1	215800
474	285	1	135090
419	503	1	210757
