3000	3000
32
365	185	1	67525
378	200	1	75600
410	165	1	67650
425	148	1	62900
425	296	1	125800
439	116	1	50924
464	1006	1	466784
520	205	1	106600
520	350	1	182000
540	530	1	286200
549	1413	1	775737
549	1882	1	1033218
553	496	1	274288
555	755	1	419025
555	496	1	275280
555	659	1	365745
567	473	1	268191
572	592	1	338624
572	975	1	557700
572	1175	1	672100
572	1575	1	900900
572	1390	1	795080
572	1490	1	852280
572	1590	1	909480
572	1690	1	966680
572	1890	1	1081080
610	625	1	381250
660	490	1	323400
690	447	1	308430
949	445	1	422305
949	478	1	453622
970	463	1	449110
