1000	1000
50
572	665	1	380380
482	640	1	308480
264	594	1	156816
349	566	1	197534
276	660	1	182160
745	422	1	314390
434	622	1	269948
446	433	1	193118
668	506	1	338008
405	635	1	257175
486	320	1	155520
554	549	1	304146
392	491	1	192472
459	528	1	242352
426	579	1	246654
728	359	1	261352
644	465	1	299460
382	323	1	123386
268	352	1	94336
324	512	1	165888
277	426	1	118002
254	685	1	173990
483	532	1	256956
678	414	1	280692
546	590	1	322140
716	640	1	458240
542	400	1	216800
634	596	1	377864
497	696	1	345912
417	300	1	125100
290	605	1	175450
321	520	1	166920
543	290	1	157470
599	269	1	161131
467	679	1	317093
583	421	1	245443
729	723	1	527067
465	590	1	274350
614	585	1	359190
446	327	1	145842
734	616	1	452144
479	606	1	290274
656	278	1	182368
537	355	1	190635
604	519	1	313476
746	596	1	444616
439	281	1	123359
339	405	1	137295
273	526	1	143598
625	568	1	355000
