356	447
45
111	225	3	24975
162	210	1	34020
144	98	5	14112
107	115	7	12305
126	96	7	12096
227	210	2	47670
132	104	2	13728
227	268	1	60836
152	122	3	18544
166	185	1	30710
196	156	1	30576
224	192	1	43008
136	244	2	33184
155	252	1	39060
211	172	2	36292
169	186	3	31434
172	210	4	36120
196	255	1	49980
193	137	1	26441
171	112	2	19152
117	110	4	12870
195	285	1	55575
92	169	6	15548
82	206	5	16892
211	98	3	20678
109	127	5	13843
175	227	1	39725
160	140	3	22400
220	250	1	55000
125	92	4	11500
102	121	5	12342
129	239	2	30831
113	157	1	17741
178	162	4	28836
133	169	1	22477
182	99	2	18018
150	220	1	33000
116	128	6	14848
172	144	2	24768
146	172	1	25112
148	128	4	18944
189	96	4	18144
82	269	3	22058
182	177	1	32214
95	146	4	13870
