175	150		
35			
44	78	2	3432
70	64	2	4480
70	52	3	3640
100	79	1	7900
60	66	1	3960
39	81	2	3159
94	91	1	8554
56	66	4	3696
50	91	2	4550
68	96	1	6528
112	40	3	4480
106	76	1	8056
35	63	8	2205
60	86	2	5160
84	93	1	7812
92	95	1	8740
57	70	1	3990
71	66	1	4686
78	84	1	6552
67	51	4	3417
89	34	2	3026
87	77	2	6699
66	44	4	2904
76	76	2	5776
45	50	1	2250
66	36	4	2376
66	38	4	2508
39	75	6	2925
103	77	1	7931
45	50	8	2250
107	80	1	8560
54	61	5	3294
95	31	2	2945
67	39	5	2613
102	63	1	6426
